Seg,CX,CY,Area,Peri,Dia,Asy,Cir,Bord,Comp,label
1.0,68.0,49.0,3169.5,232.32590079307556,78.0,1.5294117647058822,0.23488511079399568,17.02960220202366,1.3551726846703456,B
1.0,50.0,36.0,3385.0,239.39696836471558,67.0,1.0307692307692307,0.23625519754108446,16.93084444969472,1.3473137924444478,B
1.0,100.0,76.0,7301.5,365.86500453948975,114.0,0.8157894736842105,0.2181877378469982,18.332835930518502,1.4588807296173634,B
1.0,40.0,30.0,2892.5,211.2964632511139,65.0,1.1403508771929824,0.25914862175587344,15.435158299889135,1.2282908704166258,B
1.0,114.0,79.0,12379.0,481.96550989151,144.0,1.2857142857142858,0.21316388801160605,18.764904493495695,1.4932636533935795,B
1.0,74.0,57.0,4689.5,277.4385986328125,85.0,1.1643835616438356,0.24369845016771702,16.41372769193706,1.3061629483680544,B
1.0,38.0,23.0,3076.0,365.7401143312454,77.0,1.3275862068965518,0.09198163601846315,43.48694123245529,3.4605808285460093,M
1.0,49.0,35.0,2135.0,181.74011421203613,55.0,1.1224489795918366,0.2585569865072671,15.470477336676316,1.2311014700615879,M
1.0,36.0,25.0,3372.0,271.4558435678482,72.0,1.3333333333333333,0.18304133186310217,21.852987843158978,1.7390055182829238,M
1.0,46.0,37.0,5113.5,315.78174459934235,91.0,1.1818181818181819,0.20511820725866,19.500950468799118,1.5518363310497965,M
1.0,46.0,28.0,3148.0,242.911687374115,71.0,1.1639344262295082,0.21340170914650172,18.74399233257299,1.4915995165027887,M
1.0,41.0,26.0,3328.5,244.81118178367615,76.0,1.2459016393442623,0.22214986407291512,18.005862919128777,1.4328610441072043,M
1.0,61.0,59.0,4586.5,280.1248903274536,86.0,1.2112676056338028,0.2337964918099778,17.10889658366247,1.3614827310689617,B
1.0,47.0,32.0,1652.0,166.0832599401474,49.0,0.9387755102040817,0.23956221108884257,16.69712423265531,1.3287149285232813,M
1.0,53.0,37.0,4953.5,465.63960921764374,102.0,1.3246753246753247,0.09138445507501733,43.77112055563944,3.4831951005506427,M
1.0,78.0,56.0,4159.0,269.39696848392487,77.0,0.8831168831168831,0.22922580315316415,17.450042468941767,1.3886302580477918,B
1.0,140.0,84.0,12961.0,457.9066344499588,137.0,0.8978102189781022,0.24725474234552655,16.17764723966424,1.2873762628947598,M
1.0,48.0,35.0,2260.0,188.911687374115,55.0,1.0576923076923077,0.2533090907924777,15.790984790502371,1.2566066428486948,M
1.0,26.0,47.0,1518.0,159.79898953437805,46.0,1.15,0.23778458958620746,16.821947994867106,1.3386480879089484,M
1.0,101.0,70.0,7563.0,364.65180122852325,106.0,1.06,0.2275083629427815,17.581771273199315,1.3991129032203786,B
1.0,49.0,33.0,4043.0,506.9949470758438,102.0,1.3246753246753247,0.06291532881072391,63.57751084848817,5.059337560507746,B
1.0,52.0,39.0,2362.5,197.9827550649643,58.0,1.0740740740740742,0.24108882569414733,16.591395260577205,1.3203012842561535,M
1.0,30.0,39.0,2323.5,196.32590091228485,61.0,0.8032786885245902,0.24112790343641802,16.588706420925455,1.3200873131952746,B
1.0,78.0,54.0,5156.0,278.1665208339691,82.0,1.0379746835443038,0.26654048448212836,15.007101108005232,1.1942271614094462,B
1.0,44.0,38.0,2800.0,213.3969682455063,64.0,0.890625,0.24594700171796346,16.263666448704864,1.2942214540545953,B
1.0,83.0,69.0,11901.5,447.0365777015686,132.0,1.11864406779661,0.238218547832914,16.79130376869559,1.3362094978727372,B
1.0,76.0,56.0,7757.5,351.3797231912613,102.0,0.9705882352941176,0.2513207706912187,15.915914904281973,1.2665482654232232,M
1.0,39.0,28.0,4133.0,286.1421353816986,77.0,1.3275862068965518,0.20191183185653122,19.810627060439955,1.5764796112095416,M
1.0,46.0,29.0,3735.5,249.49747371673584,75.0,1.271186440677966,0.24003602542264457,16.664165276678702,1.3260921381418687,B
1.0,44.0,35.0,2787.5,213.63960909843445,68.0,1.2592592592592593,0.24429316607392826,16.373769533894844,1.3029831791834219,M
1.0,62.0,51.0,3638.5,251.9827550649643,72.0,0.9027777777777778,0.229213783877362,17.450957496256642,1.388703073607905,B
1.0,48.0,36.0,3915.5,255.9827550649643,70.0,0.9857142857142858,0.2390153548081062,16.73532649486643,1.3317549679573775,B
1.0,85.0,52.0,6435.0,346.5096663236618,102.0,1.146067415730337,0.21437682469367644,18.6587333109146,1.4848148191327326,M
1.0,73.0,63.0,6445.5,338.7523068189621,98.0,0.9489795918367347,0.22467361926491844,17.803603347322664,1.4167657387869081,B
1.0,53.0,32.0,3283.5,224.46803629398346,68.0,1.1333333333333333,0.26066816664701564,15.34518023988947,1.2211306439072427,B
1.0,45.0,41.0,4280.0,282.7106763124466,79.0,1.025974025974026,0.214199938235811,18.67414170585069,1.4860409802423278,M
1.0,54.0,32.0,2913.5,209.63960909843445,65.0,0.8461538461538461,0.26517240731562175,15.084525726083543,1.2003884167515289,B
1.0,34.0,32.0,1876.5,258.18376553058624,72.0,1.44,0.1126031912664307,35.52297190703583,2.8268282861596425,M
1.0,43.0,34.0,2807.5,213.63960886001587,72.0,1.44,0.2460459427025496,16.257126437706347,1.2937010165154503,B
1.0,110.0,82.0,10989.5,422.20815122127533,119.0,1.0258620689655173,0.24659524468370295,16.22091295852289,1.2908192394061493,M
1.0,77.0,72.0,4634.5,317.78174436092377,87.0,0.9540229885057471,0.18357138668686665,21.789888240170786,1.7339842114215704,M
1.0,48.0,26.0,1718.5,181.35533845424652,54.0,0.8518518518518519,0.20900122876414853,19.1386434599094,1.5230048553589777,M
1.0,46.0,36.0,1892.5,176.18376564979553,49.0,0.9591836734693877,0.24387321479476842,16.40196527267745,1.3052269247841117,M
1.0,51.0,37.0,1137.0,128.7695517539978,38.0,1.0555555555555556,0.274279966768335,14.583638926055867,1.1605291116745855,B
1.0,83.0,58.0,6891.5,331.9238797426224,93.0,1.0,0.25020544433978953,15.98686235846983,1.272194084440115,B
1.0,53.0,38.0,1667.0,155.39696860313416,49.0,1.1395348837209303,0.27612803732064517,14.486033503925293,1.1527619189722598,B
1.0,45.0,36.0,1659.5,168.18376541137695,50.0,0.88,0.2346762311978438,17.04475983606452,1.3563788908619363,M
1.0,39.0,32.0,1949.0,187.25483298301697,56.0,1.1428571428571428,0.22233393754437555,17.990955605693987,1.4316747577965208,M
1.0,24.0,36.0,958.5,119.6984840631485,35.0,0.9428571428571428,0.26759303668440737,14.948072078263761,1.1895297804748093,B
1.0,43.0,37.0,2737.0,235.25483310222626,67.0,0.9104477611940298,0.19781429836556236,20.220985202030082,1.6091348745455778,M
1.0,41.0,32.0,2865.0,224.56854140758514,66.0,0.9090909090909091,0.22724104678679896,17.602453678858737,1.400758756768243,M
1.0,146.0,90.0,14622.0,517.2792179584503,140.0,0.9785714285714285,0.21858316471661504,18.299670997928185,1.456241548137834,M
1.0,42.0,33.0,3502.0,245.5979789495468,67.0,1.046875,0.2322344028091215,17.223976945774425,1.370640535310423,B
1.0,46.0,37.0,4396.5,693.2375882863998,102.0,1.3246753246753247,0.0365934084639145,109.30930372185693,8.698558006633423,M
1.0,176.0,169.0,1492.5,157.0710676908493,48.0,0.7083333333333334,0.24198137457031874,16.530197859660547,1.3154313498260222,M
1.0,101.0,72.0,8099.0,367.96550965309143,111.0,0.8738738738738738,0.23926389269440074,16.717942498365147,1.3303715934704416,B
1.0,26.0,39.0,2447.0,197.7401144504547,63.0,0.7777777777777778,0.2503250999868174,15.979220622345293,1.2715859744011027,B
1.0,35.0,26.0,1868.5,183.8406196832657,59.0,1.3409090909090908,0.22114144497193572,18.087970803065097,1.439394981904845,M
1.0,32.0,29.0,2440.5,196.32590079307556,55.0,1.0,0.2532699156665464,15.793427298591498,1.2568010114666581,M
1.0,43.0,39.0,3282.0,227.88224923610687,68.0,1.096774193548387,0.2528002932030078,15.822766458533557,1.2591357476321292,M
1.0,59.0,35.0,2241.5,203.9827550649643,60.0,0.9166666666666666,0.21548241195304482,18.562999939278704,1.4771965994753795,M
1.0,105.0,72.0,11374.5,467.86500465869904,158.0,1.6288659793814433,0.20785055200158398,19.244596473188665,1.531436328258416,B
1.0,48.0,38.0,2633.0,200.71067678928375,62.0,1.1272727272727272,0.261438714670905,15.299952820817444,1.217531560252942,M
1.0,56.0,34.0,6429.5,329.8406196832657,106.0,1.5142857142857142,0.23638989979146569,16.921196732722716,1.3465460515216248,B
1.0,50.0,31.0,3258.5,248.46803629398346,84.0,1.5,0.21112354100176267,18.94625289543909,1.507694900689133,B
1.0,63.0,54.0,1706.0,162.91168701648712,51.0,0.8431372549019608,0.2571192165800017,15.556985795168734,1.237985594455752,B
1.0,48.0,43.0,2253.0,198.9116872549057,64.0,1.4222222222222223,0.22777212863269625,17.561411152504846,1.3974926962951424,M
1.0,74.0,53.0,5725.5,319.78174448013306,91.0,1.0459770114942528,0.2239577396476581,17.86051246227528,1.4212944222627548,B
1.0,45.0,41.0,2282.0,191.74011409282684,67.0,1.5952380952380953,0.24828453452869628,16.11054835772579,1.282036703526538,M
1.0,37.0,36.0,2400.0,193.25483322143555,57.0,0.8947368421052632,0.2570457955251236,15.561429401435362,1.238339205406996,B
1.0,46.0,41.0,2867.0,225.0538228750229,71.0,0.8028169014084507,0.2264200569637615,17.66627945262022,1.4058378504636457,M
1.0,36.0,25.0,3670.0,336.7695519924164,77.0,1.3275862068965518,0.129437589710292,30.902924018848186,2.4591765567964745,M
1.0,61.0,25.0,1156.0,140.28427076339722,43.0,1.2285714285714286,0.23496321044475932,17.02394171593265,1.354722237499502,M
1.0,53.0,32.0,1370.0,144.42640578746796,43.0,1.075,0.2627165011314898,15.225537728968144,1.2116097953987153,B
1.0,69.0,64.0,6480.0,322.02438485622406,90.0,0.9888888888888889,0.24995249638816347,16.003040808955173,1.2734815246232698,B
1.0,51.0,34.0,2899.0,216.56854140758514,63.0,0.9206349206349206,0.2472392762255558,16.178659236774376,1.2874567950659965,M
1.0,46.0,37.0,5113.5,315.78174459934235,91.0,1.1818181818181819,0.20511820725866,19.500950468799118,1.5518363310497965,M
1.0,56.0,32.0,2158.5,205.63960897922516,75.0,1.744186046511628,0.2041730918805074,19.591220190469596,1.5590197672574897,B
1.0,49.0,37.0,3019.5,221.9827550649643,66.0,1.1578947368421053,0.24510747208076036,16.319371931191235,1.2986543555021075,M
1.0,49.0,41.0,3269.0,234.22539567947388,68.0,0.9411764705882353,0.2383454959131921,16.78236034909945,1.3354978031543019,B
1.0,50.0,38.0,2321.0,197.25483298301697,60.0,0.8333333333333334,0.2386051572112337,16.76409699920634,1.3340444519478494,M
1.0,157.0,124.0,16481.0,629.9066344499588,154.0,0.935064935064935,0.16614649565120176,24.07513913743547,1.9158386996740024,M
1.0,41.0,32.0,4400.5,269.9827548265457,85.0,1.328125,0.24148489342352733,16.56418313912753,1.3181358124357871,B
1.0,82.0,56.0,5240.0,452.4507910013199,109.0,1.3974358974358974,0.10238788563908605,39.0671218087252,3.1088627741159014,B
1.0,42.0,42.0,2020.0,181.5979789495468,54.0,1.148936170212766,0.24501311912293225,16.325656415128737,1.299154458843825,M
1.0,102.0,80.0,4680.0,296.9949474334717,105.0,0.5904761904761905,0.21223046339775156,18.84743564124158,1.499831273454982,B
1.0,54.0,35.0,1778.0,165.25483310222626,52.0,1.2380952380952381,0.26042544096963804,15.35948248798912,1.2222687806484358,B
1.0,93.0,61.0,7029.5,357.722869515419,104.0,0.9519230769230769,0.21973083947148245,18.204090102332383,1.448635462138223,B
1.0,47.0,36.0,3787.0,270.2253956794739,84.0,1.4482758620689655,0.2074450009516923,19.282219294990288,1.534430257289813,B
1.0,54.0,38.0,4989.5,319.2964632511139,91.0,1.1818181818181819,0.1957621843245303,20.432955495474484,1.6260029345407359,M
1.0,37.0,20.0,1808.0,176.0832600593567,55.0,1.25,0.23325033539870058,17.1489571200946,1.364670647267005,M
1.0,49.0,36.0,4314.0,266.0243853330612,88.0,1.375,0.24383566871445195,16.404490865051702,1.3054279050394104,B
1.0,87.0,58.0,4492.5,289.2964632511139,87.0,0.8275862068965517,0.2147147247275438,18.629369760623952,1.4824781420449904,B
1.0,54.0,31.0,1206.5,134.18376541137695,40.0,1.0810810810810811,0.26803244507791557,14.923566431807245,1.1875796830912009,B
1.0,45.0,35.0,5176.5,286.1248902082443,95.0,1.4615384615384615,0.2529210240780782,15.815213522009053,1.2585347040407624,B
1.0,72.0,65.0,3857.0,253.3969682455063,78.0,1.2380952380952381,0.24027401261038664,16.64765971377084,1.3247786671792183,M
1.0,36.0,25.0,1399.0,140.56854140758514,43.0,1.048780487804878,0.28320533409682147,14.12402775800999,1.123954417027215,B
1.0,110.0,74.0,8577.0,390.79393696784973,123.0,1.2424242424242424,0.2246465571086459,17.805748067020136,1.4169364101576074,B
1.0,79.0,56.0,6916.0,426.30865597724915,112.0,1.0666666666666667,0.1522182323012509,26.27806104122738,2.091141654790948,M
1.0,35.0,29.0,2601.5,210.66904664039612,61.0,1.1296296296296295,0.23446734285624746,17.05994511334745,1.3575872968328357,B
1.0,45.0,35.0,4338.5,289.9827550649643,94.0,1.4461538461538461,0.20637412729499932,19.382274573024564,1.5423924033306076,M
1.0,34.0,27.0,2553.0,198.56854140758514,59.0,1.0925925925925926,0.25899412622233536,15.444365701815846,1.2290235721814606,B
1.0,44.0,29.0,3509.0,266.56854140758514,78.0,1.21875,0.19752659086384067,20.250438092951676,1.6114786611348368,M
1.0,47.0,36.0,1990.5,175.497474193573,52.0,1.0833333333333333,0.25851183623839835,15.47317932596022,1.2313164875369453,B
1.0,60.0,38.0,5006.5,298.81118190288544,96.0,1.411764705882353,0.22428515075625274,17.834439714411126,1.4192196189114703,B
1.0,161.0,175.0,2222.5,197.89949476718903,64.0,1.641025641025641,0.22699296100681043,17.6216918016237,1.4022896779351692,M
1.0,103.0,94.0,4210.5,251.5807340145111,78.0,1.1142857142857143,0.26609634129334175,15.032149561163802,1.1962204539779422,B
1.0,194.0,123.0,18104.5,804.5756814479828,227.0,1.644927536231884,0.11186976429717377,35.755863303459684,2.8453611946318578,M
1.0,96.0,78.0,5824.5,337.72286903858185,106.0,0.8301886792452831,0.20426676022458426,19.58223646178232,1.5583048648435014,B
1.0,38.0,26.0,3067.0,218.76955199241638,64.0,1.1851851851851851,0.2563303393308789,15.604863671001818,1.2417955947575396,B
1.0,41.0,41.0,1044.5,124.87005722522736,36.0,1.0588235294117647,0.26794879860788123,14.928225171308334,1.1879504138012889,B
1.0,41.0,34.0,2599.0,278.9116871356964,68.0,1.0461538461538462,0.13363888557460604,29.931407934159523,2.381865763210732,M
1.0,49.0,28.0,5694.0,339.5979789495468,102.0,1.5223880597014925,0.1974909778718273,20.254089797438855,1.6117692545447595,M
1.0,105.0,68.0,3187.0,237.05382239818573,79.0,1.4363636363636363,0.22685488192172093,17.632417544270655,1.4031432054154667,M
1.0,48.0,34.0,3067.0,229.05382251739502,78.0,1.5,0.23382916548096505,17.106505904737624,1.3612924868848442,B
1.0,49.0,35.0,2134.5,186.32590091228485,60.0,1.3043478260869565,0.24592897001341105,16.264858913457292,1.294316347384501,M
1.0,125.0,112.0,9650.0,422.6518015861511,127.0,1.2450980392156863,0.21608362434611808,18.511351853266245,1.4730865753803202,M
1.0,47.0,41.0,2122.0,179.39696848392487,57.0,1.2127659574468086,0.26373949549181247,15.166480820557178,1.20691019595005,B
1.0,42.0,41.0,2994.0,250.71067678928375,78.0,0.6923076923076923,0.19053121144347646,20.993935690093757,1.6706443200158911,M
1.0,101.0,70.0,11165.0,418.79393661022186,127.0,0.8503937007874016,0.25463491225079415,15.708765010433188,1.2500638006397253,M
1.0,45.0,41.0,4243.5,278.12488996982574,83.0,1.1527777777777777,0.21943428547712843,18.22869198084781,1.450593217425761,M
1.0,120.0,71.0,6599.0,433.62236416339874,105.0,1.2352941176470589,0.1403830823374601,28.493461843105802,2.2674376490652977,B
1.0,50.0,35.0,5818.0,625.8233745098114,102.0,1.3246753246753247,0.05941965805293347,67.31778894514397,5.356979434318306,M
1.0,85.0,61.0,5825.0,321.1959580183029,102.0,1.3421052631578947,0.22584775516470282,17.7110460853726,1.4094002659077063,M
1.0,105.0,80.0,5319.0,309.6812391281128,106.0,1.536231884057971,0.2218503864321873,18.030169179906633,1.434795274882643,M
1.0,31.0,25.0,1644.5,157.01219248771667,51.0,1.3421052631578947,0.26682536553722985,14.991078497901972,1.192952122609862,B
1.0,49.0,29.0,1794.5,163.9827550649643,52.0,1.1818181818181819,0.26693596820574345,14.984867070881066,1.1924578329528464,B
1.0,151.0,102.0,9096.0,409.7644991874695,132.0,0.7727272727272727,0.216691453975063,18.45942664845621,1.468954498872032,M
1.0,105.0,91.0,11515.5,439.86500465869904,134.0,0.8432835820895522,0.23806961444045938,16.80180819967846,1.337045413930383,M
1.0,47.0,42.0,1358.5,148.87005698680878,41.0,1.0,0.24519122580666694,16.313797473136322,1.2982107542248587,M
1.0,72.0,55.0,10432.0,437.1370829343796,139.0,1.3762376237623761,0.2183696459809657,18.31756415609458,1.4576654404226874,B
1.0,47.0,36.0,4380.0,263.6812387704849,83.0,1.2028985507246377,0.25198555237896403,15.8739259542323,1.2632068909454013,B
1.0,49.0,31.0,1965.5,190.4680359363556,63.0,1.3125,0.21671493031338923,18.457426971993307,1.4687953696752043,M
1.0,49.0,35.0,4361.5,557.7228702306747,102.0,1.3246753246753247,0.05608658024635761,71.31830791662091,5.675330618940035,B
1.0,50.0,30.0,3473.0,251.88224971294403,72.0,1.0746268656716418,0.21896245183614327,18.267972277700515,1.4537190441308738,M
1.0,35.0,28.0,1696.0,159.25483298301697,48.0,1.1162790697674418,0.26748571730716725,14.954069474321127,1.190007038088914,B
1.0,106.0,79.0,5228.5,304.6101715564728,98.0,0.7448979591836735,0.22539708816825405,17.746458184118538,1.412218271188043,B
1.0,69.0,57.0,1937.5,180.66904664039612,59.0,0.7288135593220338,0.23742923694826212,16.84712485881271,1.3406515990831962,B
1.0,53.0,39.0,2567.5,209.49747383594513,65.0,1.3265306122448979,0.23399838636325124,17.094134973181113,1.360308039430909,M
1.0,30.0,38.0,677.5,102.04163002967834,30.0,1.0714285714285714,0.26026424913781016,15.368995216404064,1.2230257795232002,B
1.0,47.0,41.0,3520.0,274.3675305843353,75.0,1.0273972602739727,0.18704117663836176,21.385665295155167,1.7018171715163708,M
1.0,50.0,33.0,3602.5,261.1543278694153,92.0,1.7692307692307692,0.2112854185130954,18.931737117259143,1.5065397717640507,B
